job_id,job_title,salary_usd,employment_type,company_location,is_remote,employee_location,job_skills,degree_required,posting_date,company_name,salary_tier,has_target,degree_flag
25128,Data Analyst,100500,Full-time,Hungary,False,Hungary,"['sql', 'tableau', 'atlassian']",False,2023-07-27,Veeva Systems,High,True,no degree required
25155,Data Analyst,95000,Full-time,United States,False,"Texas, United States",['sql'],True,2023-06-20,hackajob,Mid,True,no degree required
25162,Data Analyst,75000,Full-time,United States,False,"Florida, United States","['power bi', 'excel', 'flow']",False,2023-02-28,Venture Personnel,Mid,False,no degree required
25169,Data Analyst,100000,Full-time,United States,False,"New York, United States","['python', 'sql', 'nosql', 'mongo', 'aws', 'tableau', 'looker', 'git']",False,2023-12-21,MassMutual,Mid,True,no degree required
25190,Data Analyst,140000,Full-time,United States,False,Georgia,"['sql', 'mongodb', 'mongodb', 'r', 'scala', 'nosql', 'azure', 'pyspark']",False,2023-01-10,Storm2,High,True,no degree required
25248,Data Analyst,72500,Full-time,United States,False,Georgia,"['excel', 'powerpoint', 'power bi']",True,2023-11-30,LHH,Mid,False,no degree required
25249,Data Analyst,105000,Full-time,United States,True,"Texas, United States","['sql', 'python', 'r', 'aws', 'redshift', 'tableau', 'qlik', 'excel']",False,2023-10-23,"Vista Global Solutions, LLC",High,True,no degree required
25257,Data Analyst,97086,Full-time,United States,False,"New York, United States","['sas', 'sas', 'assembly', 'go', 'sql', 'python', 'r', 'excel', 'tableau', 'sap', 'spss']",False,2023-08-30,Rutgers University,Mid,True,no degree required
25291,Data Analyst,140000,Full-time,United States,False,"New York, United States","['windows', 'excel', 'powerpoint', 'word', 'sharepoint']",True,2023-10-02,Delaware Nation Industries,High,False,no degree required
25341,Data Analyst,135000,Full-time,United States,False,Georgia,"['sql', 'mongodb', 'mongodb', 'r', 'scala', 'nosql', 'azure', 'pyspark']",False,2023-02-08,Storm2,High,True,no degree required
25344,Data Analyst,80000,Full-time,Sudan,False,Sudan,"['python', 'r', 'sql', 'postgresql']",False,2023-05-11,Carbon Tracker,Mid,True,no degree required
25357,Data Analyst,77500,Full-time,United States,False,"New York, United States","['r', 'python', 'sql', 'excel']",True,2023-10-19,Insight Global,Mid,True,no degree required
25372,Data Analyst,62500,Full-time,United States,False,"New York, United States","['sharepoint', 'word', 'powerpoint', 'excel']",False,2023-07-03,"Take2 Consulting, LLC",Mid,False,no degree required
25388,Data Analyst,80000,Full-time,United States,False,"Texas, United States","['excel', 'alteryx', 'tableau', 'powerpoint', 'power bi', 'flow']",False,2023-01-10,Robert Half,Mid,True,no degree required
25399,Data Analyst,95000,Full-time,United States,False,"California, United States","['sql', 'javascript', 'python', 'r', 'sas', 'sas', 'excel', 'tableau', 'spss', 'power bi']",False,2023-06-14,System Soft Technologies Corp,Mid,True,no degree required
25405,Data Analyst,90300,Full-time,United States,False,"California, United States","['sql', 'r', 'redshift', 'oracle', 'aws', 'airflow', 'tableau', 'power bi', 'kubernetes']",True,2023-05-26,Guitar Center,Mid,True,no degree required
25409,Data Analyst,100000,Contractor,United States,False,"New York, United States",['java'],True,2023-03-13,VSB Tech Consulting Services,Mid,False,no degree required
25421,Data Analyst,76842,Full-time,United States,True,"Illinois, United States","['sql', 'sas', 'sas', 'tableau', 'excel', 'alteryx']",False,2023-12-05,Get It Recruit - Healthcare,Mid,True,no degree required
25425,Data Analyst,39250,Full-time,United States,False,"Florida, United States","['tableau', 'power bi']",False,2023-12-12,Louisiana Primary Care Association,Low,True,no degree required
25442,Data Analyst,95000,Full-time,United States,False,"Illinois, United States","['sql', 'python', 'html', 'javascript', 'neo4j', 'numpy', 'pandas']",False,2023-06-16,McMaster-Carr,Mid,True,no degree required
25487,Data Analyst,100000,Full-time,United States,False,"Illinois, United States","['c#', 'sql', 'crystal', 'sql server', 'oracle', 'windows', 'sap']",False,2023-05-09,SDI Presence,Mid,True,no degree required
25497,Data Analyst,111175,Full-time,Israel,False,Israel,"['sql', 'r', 'python']",False,2023-06-05,Riskified,High,True,no degree required
25500,Data Analyst,92500,Full-time,United States,False,"California, United States","['sql', 'mysql', 'sql server', 'azure', 'excel', 'tableau', 'power bi']",True,2023-03-07,Allworth Financial,Mid,True,no degree required
25514,Data Analyst,60000,Full-time,United States,False,"New York, United States",['spss'],True,2023-08-25,Ark Technology Consultants,Mid,False,no degree required
25547,Data Analyst,110000,Full-time,United States,False,"New York, United States","['sql', 'python', 'r', 'azure', 'tableau', 'power bi']",False,2023-08-09,Stelvio Group,High,True,no degree required
25550,Data Analyst,71999,Full-time,United States,False,"New York, United States","['sas', 'sas', 'sql', 'r', 'spss', 'tableau', 'excel']",False,2023-08-22,CDC Foundation,Mid,True,no degree required
25559,Data Analyst,125000,Full-time,United States,False,"New York, United States","['sql', 'flow']",False,2023-02-23,Hamlyn Williams,High,True,no degree required
25587,Data Analyst,90000,Full-time,United States,False,"New York, United States","['sql', 'sql server', 'word', 'excel', 'outlook']",False,2023-10-05,Rolka Loube LLC,Mid,True,no degree required
25592,Data Analyst,70000,Full-time,United States,False,"New York, United States","['sql', 'javascript', 'sas', 'sas', 'power bi', 'tableau', 'excel']",False,2023-04-21,"Auxilior Capital Partners, Inc.",Mid,True,no degree required
25610,Data Analyst,82500,Full-time,United States,False,"Florida, United States","['sql', 'power bi', 'tableau']",False,2023-05-03,Vertex Solutions Inc.,Mid,True,no degree required
25623,Data Analyst,82500,Full-time,United States,True,"California, United States","['sas', 'sas', 'excel', 'spss']",False,2023-07-18,Get It Recruit - Information Technology,Mid,False,no degree required
25646,Data Analyst,111175,Full-time,India,False,India,"['sql', 'python', 'r', 'spark', 'express', 'excel', 'looker', 'powerpoint']",True,2023-06-12,Poshmark,High,True,no degree required
25667,Data Analyst,67070,Full-time,United States,False,"New York, United States","['sql', 'python', 'vba', 'tableau', 'excel']",False,2023-04-13,NYC HOUSING AUTHORITY,Mid,True,no degree required
25736,Data Analyst,100000,Full-time,United States,False,"New York, United States","['oracle', 'windows', 'flow']",False,2023-12-21,KLM Careers,Mid,False,no degree required
25738,Data Analyst,97086,Full-time,United States,False,"New York, United States","['assembly', 'go', 'sas', 'sas', 'sql', 'python', 'r', 'sap', 'ms access', 'excel', 'tableau']",False,2023-08-30,Rutgers University,Mid,True,no degree required
25744,Data Analyst,115000,Full-time,United States,True,Georgia,"['sql', 'excel', 'tableau']",True,2023-04-21,ManyPets,High,True,no degree required
25760,Data Analyst,77000,Full-time,United States,False,"California, United States","['sql', 'r', 'python', 'vba', 'excel']",False,2023-05-15,Ritchie Bros Auctioneers,Mid,True,no degree required
25873,Data Analyst,95000,Full-time,United States,True,"New York, United States","['crystal', 'sas', 'sas', 'qlik', 'excel', 'tableau']",False,2023-04-18,Insight Global,Mid,True,no degree required
25890,Data Analyst,100000,Full-time,United States,False,"New York, United States","['sql', 'go', 'excel', 'power bi', 'sharepoint', 'dax', 'powerpoint']",False,2023-04-29,NYC Careers,Mid,True,no degree required
25907,Data Analyst,70000,Full-time,United States,False,"Illinois, United States","['python', 'sql', 'databricks', 'pyspark', 'tableau', 'qlik']",False,2023-12-05,"SBS Creatix, LLC",Mid,True,no degree required
25918,Data Analyst,110000,Full-time,United States,False,"California, United States","['sql', 'java', 'python', 'go', 'oracle', 'aws', 'spark', 'airflow']",True,2023-11-29,Robert Half,High,True,no degree required
25920,Data Analyst,105000,Full-time,United States,False,"Illinois, United States","['sql', 'python', 'r', 'power bi']",True,2023-06-29,Insight Global,High,True,no degree required
25967,Data Analyst,55812,Full-time,United States,False,"Illinois, United States",['power bi'],False,2023-07-12,"KeHE Distributors, LLC",Mid,False,no degree required
25998,Data Analyst,76007,Full-time,United States,True,"California, United States",['excel'],False,2023-08-05,Get It Recruit - Healthcare,Mid,False,no degree required
26008,Data Analyst,87500,Full-time,United States,False,"New York, United States",['excel'],False,2023-01-23,Insight Global,Mid,False,no degree required
26026,Data Analyst,86500,Full-time,United States,False,"New York, United States","['sql', 'sql server', 'aws']",True,2023-09-01,"Technuf, LLC",Mid,True,no degree required
26039,Data Analyst,62500,Contractor,United States,False,Georgia,"['sql', 'sap']",False,2023-11-02,ehub global,Mid,True,no degree required
26041,Data Analyst,111175,Full-time,India,False,India,['python'],False,2023-06-20,Spotify,High,True,no degree required
26042,Data Analyst,65000,Full-time,United States,False,"Florida, United States","['sql', 'tableau', 'cognos']",False,2023-04-14,Florida Cancer Specialists & Research Institute,Mid,True,no degree required
26063,Data Analyst,71239,Full-time,United States,False,"New York, United States","['sql', 'excel']",False,2023-02-24,NYC DEPARTMENT OF FINANCE,Mid,True,no degree required
26066,Data Analyst,97500,Full-time,United States,False,"New York, United States","['sql', 'python', 'java', 'excel']",False,2023-01-17,Insight Global,Mid,True,no degree required
26152,Data Analyst,115000,Full-time,United States,False,"New York, United States",['sql'],False,2023-02-21,Cybernetic Search,High,True,no degree required
26179,Data Analyst,52000,Full-time,United States,True,"New York, United States","['sql', 'mongodb', 'mongodb', 'word', 'powerpoint', 'tableau']",False,2023-01-18,Spark451 Inc.,Mid,True,no degree required
26205,Data Analyst,96500,Full-time,United States,False,"California, United States","['sql', 'r', 'python', 'vba', 'excel']",False,2023-05-10,Ritchie Bros Auctioneers America,Mid,True,no degree required
26310,Data Analyst,65000,Full-time,United States,False,"Florida, United States","['assembly', 'c', 'word', 'excel', 'flow', 'planner']",True,2023-12-13,Oshkosh Corp.,Mid,False,no degree required
26334,Data Analyst,107500,Full-time,United States,False,"New York, United States","['python', 'sql', 'sap', 'power bi']",False,2023-12-08,Jobot,High,True,no degree required
26414,Data Analyst,100500,Full-time,United Kingdom,False,United Kingdom,"['sheets', 'tableau']",True,2023-08-16,Twinkl,High,True,no degree required
26441,Data Analyst,165000,Full-time,United States,False,"California, United States","['sql', 'python', 'r', 'snowflake', 'spark']",False,2023-12-07,"Autodesk, Inc.",High,True,no degree required
26505,Data Analyst,125000,Full-time,United States,False,"New York, United States","['sql', 'snowflake', 'excel']",True,2023-06-24,Insight Global,High,True,no degree required
26511,Data Analyst,100000,Full-time,United States,False,"California, United States","['c', 'r', 'python', 'sql', 'azure', 'aws', 'tableau']",False,2023-12-13,DLA Piper,Mid,True,no degree required
26543,Data Analyst,115000,Full-time,United States,False,"New York, United States","['sql', 'express', 'power bi', 'tableau', 'excel']",False,2023-05-12,American Express,High,True,no degree required
26568,Data Analyst,90000,Full-time,United States,False,"Illinois, United States","['sql', 'python']",False,2023-07-11,Integral Ad Science,Mid,True,no degree required
26601,Data Analyst,87500,Full-time,United States,False,"Florida, United States","['crystal', 'sql', 'power bi', 'tableau']",False,2023-05-17,Jobot,Mid,True,no degree required
26611,Data Analyst,75000,Full-time,United States,False,"Illinois, United States","['sql', 'sql server', 'ssrs']",True,2023-11-04,Signature Consultants,Mid,True,no degree required
26641,Data Analyst,100500,Full-time,Israel,False,Israel,"['python', 'sql', 'jupyter']",False,2023-07-18,Nuvei,High,True,no degree required
26698,Data Analyst,60000,Full-time,United States,False,"Illinois, United States","['sql', 'python', 'crystal', 'javascript', 'vb.net', 'pandas', 'flask', 'tableau', 'ssrs', 'excel']",True,2023-09-03,Jobot,Mid,True,no degree required
26706,Data Analyst,111175,Full-time,United States,False,"New York, United States","['sql', 'snowflake', 'tableau', 'sap']",False,2023-06-16,Pure Integration,High,True,no degree required
26767,Data Analyst,78000,Full-time,United States,True,"New York, United States","['sas', 'sas', 'sql', 'r', 'python', 'cognos', 'excel', 'word', 'powerpoint', 'webex']",False,2023-03-13,"Visual Connections, LLC",Mid,True,no degree required
26838,Data Analyst,90000,Full-time,United States,False,"California, United States","['sql', 'oracle', 'excel', 'flow']",False,2023-01-11,Teradyne,Mid,True,no degree required
26936,Data Analyst,60000,Full-time,United States,False,"Illinois, United States","['sql', 'python', 'crystal', 'javascript', 'vb.net', 'pandas', 'flask', 'tableau', 'ssrs', 'excel']",True,2023-11-14,Jobot,Mid,True,no degree required
26972,Data Analyst,90000,Full-time,United States,False,"Florida, United States","['sql', 'tableau', 'excel']",True,2023-03-26,Global Data Consultants,Mid,True,no degree required
27025,Data Analyst,151500,Full-time,United States,True,"New York, United States","['sql', 'r', 'python']",False,2023-09-25,Get It Recruit - Healthcare,High,True,no degree required
27051,Data Analyst,53014,Full-time,Kazakhstan,False,Kazakhstan,"['sql', 'aws', 'databricks', 'power bi', 'tableau']",False,2023-04-21,Verisk,Mid,True,no degree required
27084,Data Analyst,100000,Contractor,United States,False,"Florida, United States",['python'],False,2023-12-13,SAIC (Science Applications Int.),Mid,True,no degree required
27346,Data Analyst,88200,Full-time,United States,False,"California, United States","['sql', 'r', 'python', 'vba', 'excel']",False,2023-08-08,Ritchie Bros.,Mid,True,no degree required
27391,Data Analyst,90000,Full-time,Puerto Rico,False,Puerto Rico,"['sql', 'python', 'r', 'sas', 'sas', 'sql server', 'oracle', 'azure', 'power bi', 'excel', 'word']",False,2023-04-17,"Popular, Inc",Mid,True,no degree required
27478,Data Analyst,111175,Full-time,Singapore,False,Singapore,"['sql', 'python', 'aws', 'excel', 'power bi', 'flow']",False,2023-02-23,ADDX,High,True,no degree required
27555,Data Analyst,83000,Full-time,United States,True,"New York, United States","['python', 'sql', 'snowflake', 'redshift', 'pandas', 'matplotlib', 'qlik']",False,2023-08-13,Get It Recruit - Information Technology,Mid,True,no degree required
27568,Data Analyst,62000,Full-time,United States,False,Georgia,"['excel', 'sheets']",True,2023-02-03,Asian Americans Advancing Ju,Mid,False,no degree required
27575,Data Analyst,80000,Full-time,United States,True,"New York, United States","['sql', 'excel', 'sheets']",False,2023-07-30,Get It Recruit - Information Technology,Mid,True,no degree required
27590,Data Analyst,111175,Full-time,United States,False,"New York, United States","['excel', 'flow']",False,2023-02-02,Wayfair Inc.,High,False,no degree required
27674,Data Analyst,115000,Full-time,United States,False,"New York, United States","['nosql', 'mongodb', 'mongodb', 'postgresql', 'db2', 'oracle', 'visio', 'tableau']",False,2023-08-22,Booz Allen Hamilton,High,True,no degree required
27679,Data Analyst,117713,Full-time,United States,True,"New York, United States","['excel', 'word', 'ms access', 'powerpoint', 'tableau']",False,2023-11-13,Get It Recruit - Healthcare,High,True,no degree required
27692,Data Analyst,111175,Full-time,Sudan,False,Sudan,"['sql', 'oracle', 'spark', 'excel', 'ms access']",False,2023-06-30,Bosch Group,High,True,no degree required
27777,Data Analyst,51014,Full-time,United Kingdom,False,United Kingdom,"['sql', 'sas', 'sas', 'python', 'scala']",False,2023-01-25,Experian,Mid,True,no degree required
27810,Data Analyst,90000,Full-time,United States,False,"Florida, United States","['sql', 'tableau', 'power bi']",False,2023-08-30,Jobot,Mid,True,no degree required
27875,Data Analyst,67500,Full-time,United States,False,"New York, United States","['sql', 'python', 'power bi', 'tableau', 'alteryx']",False,2023-01-05,National Grid (UK),Mid,True,no degree required
27879,Data Analyst,65000,Full-time,United States,False,"Texas, United States","['c', 'word', 'excel', 'outlook']",False,2023-12-21,"Glazer's Beer and Beverage of TX, LLC",Mid,False,no degree required
27888,Data Analyst,100000,Full-time,United States,False,"New York, United States","['sql', 'python']",True,2023-11-18,Jobot,Mid,True,no degree required
27954,Data Analyst,69114,Full-time,Sudan,False,Sudan,"['excel', 'terminal']",False,2023-12-22,State of New Mexico,Mid,False,no degree required
28019,Data Analyst,90000,Full-time,United States,False,"New York, United States","['sql', 'python']",False,2023-07-11,Integral Ad Science,Mid,True,no degree required
28104,Data Analyst,75000,Full-time,United States,False,Georgia,"['sql', 'oracle']",True,2023-11-09,Innovalus,Mid,True,no degree required
28138,Data Analyst,111175,Full-time,India,False,India,"['go', 'sql', 'python', 'tableau', 'powerpoint', 'excel', 'outlook', 'jira', 'slack']",True,2023-04-27,ChargePoint,High,True,no degree required
28314,Data Analyst,92500,Contractor,United States,False,Georgia,"['sql', 'python', 'snowflake']",True,2023-08-24,Ascendion,Mid,True,no degree required
28343,Data Analyst,95000,Full-time,United States,False,"Illinois, United States","['sql', 'python', 'html', 'javascript', 'neo4j', 'numpy', 'pandas']",False,2023-06-29,McMaster-Carr,Mid,True,no degree required
28354,Data Analyst,65000,Full-time,United States,False,Georgia,"['excel', 'power bi']",True,2023-07-24,OneWater Marine,Mid,False,no degree required
28363,Data Analyst,60500,Full-time,United States,False,"New York, United States","['python', 'r', 'sql', 'scala', 'excel', 'terminal']",False,2023-05-01,Environmental Defense Fund,Mid,True,no degree required
28369,Data Analyst,60000,Full-time,United States,False,"New York, United States","['sap', 'excel', 'powerpoint']",False,2023-10-11,Robert Half,Mid,False,no degree required
28378,Data Analyst,65000,Contractor,United States,False,"Florida, United States","['sql', 'r', 'python', 'excel', 'tableau', 'power bi']",False,2023-10-20,AaraTechnologies Inc,Mid,True,no degree required
28447,Data Analyst,85000,Full-time,United States,False,"Florida, United States","['sql', 'excel', 'tableau']",False,2023-01-13,The Vets,Mid,True,no degree required
28449,Data Analyst,80000,Full-time,United States,False,"New York, United States","['sql', 'sql server', 'oracle', 'ssrs', 'power bi', 'sap']",False,2023-06-21,Robert Half,Mid,True,no degree required
28461,Data Analyst,118500,Full-time,United States,False,"New York, United States","['oracle', 'aws', 'databricks', 'power bi', 'tableau', 'qlik']",False,2023-08-23,Marathon TS,High,True,no degree required
28487,Data Analyst,80000,Full-time,United States,False,"New York, United States","['python', 'r', 'sql']",True,2023-05-09,"Acadia Technologies, Inc.",Mid,True,no degree required
28497,Data Analyst,105000,Full-time,Estonia,False,Estonia,"['sql', 'go', 'excel', 'word', 'visio']",True,2023-08-17,Avalanche Labs,High,True,no degree required
28545,Data Analyst,87500,Full-time,United States,False,"New York, United States","['sql', 'power bi', 'excel', 'tableau']",False,2023-06-16,Creative Financial Staffing (CFS),Mid,True,no degree required
28570,Data Analyst,125000,Full-time,United States,False,"California, United States","['java', 'python', 'r', 'mysql', 'azure', 'hadoop', 'spark', 'power bi']",False,2023-08-24,Trusted Tech Team,High,True,no degree required
28620,Data Analyst,111175,Full-time,Mexico,False,Mexico,"['sql', 'r', 'python', 'aws', 'sheets', 'excel']",True,2023-05-08,Wizeline,High,True,no degree required
28627,Data Analyst,66661,Full-time,United States,False,"New York, United States","['sql', 'python', 'power bi', 'excel']",False,2023-06-22,E.L. Haynes Public Charter School,Mid,True,no degree required
28632,Data Analyst,115000,Full-time,United States,False,"Florida, United States","['sql', 't-sql', 'sql server', 'azure', 'gcp', 'aws', 'power bi', 'ssis', 'ssrs']",False,2023-03-27,"firstPRO, Inc",High,True,no degree required
28689,Data Analyst,105000,Contractor,Sudan,False,Sudan,"['sql', 'sql server', 'oracle', 'power bi', 'ssrs', 'excel', 'sharepoint', 'word']",False,2023-04-20,Eliassen Group,High,True,no degree required
28735,Data Analyst,92500,Contractor,United States,False,"Texas, United States","['tableau', 'confluence']",False,2023-03-13,NextGen Global Resources,Mid,True,no degree required
28747,Data Analyst,77500,Full-time,United States,False,"New York, United States","['sql', 'python', 'r', 'spark', 'hadoop', 'jupyter', 'excel', 'looker', 'tableau']",False,2023-07-17,Share Local Media,Mid,True,no degree required
28752,Data Analyst,57500,Full-time,United States,False,"California, United States","['oracle', 'sap', 'excel', 'powerpoint']",False,2023-07-18,Pulmuone Foods USA,Mid,False,no degree required
28758,Data Analyst,80000,Full-time,United States,False,"New York, United States","['sql', 'r', 'python', 'excel', 'alteryx', 'power bi']",False,2023-03-21,"Mitchell Martin, Inc",Mid,True,no degree required
28766,Data Analyst,65000,Full-time,United States,False,"Illinois, United States",['r'],False,2023-04-12,S&S Employment Partners,Mid,False,no degree required
28784,Data Analyst,70000,Full-time,United States,False,"Texas, United States","['sql', 'sas', 'sas', 'vba', 'oracle', 'excel', 'powerpoint']",False,2023-08-16,Texas Solar,Mid,True,no degree required
28799,Data Analyst,102500,Full-time,New Zealand,False,New Zealand,"['aws', 'jupyter', 'github']",False,2023-03-01,Octopus Energy,High,False,no degree required
28876,Data Analyst,130000,Full-time,United States,True,"California, United States","['sql', 'python', 'pandas', 'numpy', 'spark', 'unix', 'git', 'github']",False,2023-05-08,Doximity,High,True,no degree required
28883,Data Analyst,87500,Full-time,United States,False,"Florida, United States","['sql', 'python', 'go', 'mysql', 'sql server', 'postgresql', 'excel', 'power bi']",False,2023-05-17,Robert Half,Mid,True,no degree required
28911,Data Analyst,142500,Contractor,United States,False,"Illinois, United States","['sql', 't-sql', 'sql server', 'azure', 'power bi', 'excel', 'dax']",False,2023-10-26,Atlantic Partners Corporation,High,True,no degree required
28932,Data Analyst,65000,Full-time,United States,False,"Illinois, United States",['excel'],False,2023-04-05,"RQA, Inc",Mid,False,no degree required
28949,Data Analyst,65000,Contractor,United States,False,Georgia,"['sql', 'r', 'python', 'excel', 'tableau', 'power bi']",False,2023-12-05,AaraTechnologies Inc,Mid,True,no degree required
28954,Data Analyst,70000,Full-time,United States,False,"Illinois, United States",['aws'],True,2023-06-09,Skill Demand,Mid,False,no degree required
28959,Data Analyst,111202,Full-time,United States,False,"Illinois, United States","['power bi', 'tableau']",False,2023-01-02,Clarkston Consulting,High,True,no degree required
28987,Data Analyst,70000,Full-time,United States,False,Georgia,['tableau'],False,2023-08-30,Auriga Polymers Inc.,Mid,True,no degree required
29028,Data Analyst,56000,Full-time,United States,False,"Texas, United States","['excel', 'powerpoint', 'word', 'smartsheet']",True,2023-02-01,Irvine Technology Corporation,Mid,False,no degree required
29029,Data Analyst,52500,Full-time,United States,True,"Texas, United States","['sql', 'excel', 'sheets', 'smartsheet']",False,2023-05-12,Kaye/Bassman International,Mid,True,no degree required
29040,Data Analyst,75000,Full-time,United States,False,"Illinois, United States","['sql', 'azure']",True,2023-11-26,Ascendion,Mid,True,no degree required
29044,Data Analyst,85000,Full-time,United States,False,"Florida, United States","['sql', 'vba', 'go', 'azure', 'power bi', 'excel']",False,2023-02-16,Robert Half,Mid,True,no degree required
29055,Data Analyst,62500,Contractor,United States,False,"New York, United States","['sql', 'tableau']",False,2023-07-20,Brooksource,Mid,True,no degree required
29068,Data Analyst,65000,Contractor,United States,False,"New York, United States","['sql', 'r', 'python', 'excel', 'tableau', 'power bi']",False,2023-12-05,AaraTechnologies Inc,Mid,True,no degree required
29161,Data Analyst,70000,Full-time,United States,False,Georgia,"['sql', 'python', 'perl', 'mysql', 'oracle', 'azure', 'windows', 'linux', 'unix', 'splunk']",True,2023-01-26,"Acadia Technologies, Inc.",Mid,True,no degree required
29181,Data Analyst,65000,Full-time,United States,False,"New York, United States","['python', 'r', 'sql', 'nosql', 'aws', 'pandas', 'numpy', 'tidyverse', 'spark', 'hadoop', 'git', 'docker', 'kubernetes']",False,2023-03-07,C4ADS,Mid,True,no degree required
29258,Data Analyst,90000,Full-time,Sweden,True,Sweden,"['sql', 'python', 'r', 'tableau', 'power bi']",False,2023-05-28,Gotely,Mid,True,no degree required
29277,Data Analyst,142500,Full-time,United States,False,"New York, United States","['python', 'r', 'sas', 'sas', 'matlab', 'windows', 'sharepoint', 'tableau', 'spss']",False,2023-06-22,KAPS Solutions,High,True,no degree required
29342,Data Analyst,110000,Full-time,United States,False,Georgia,['sql'],False,2023-03-21,Axient,High,True,no degree required
29351,Data Analyst,84271,Full-time,United States,False,"Texas, United States","['python', 'r', 'sas', 'sas', 'power bi']",True,2023-06-23,Tekcogno,Mid,True,no degree required
29357,Data Analyst,70000,Full-time,United States,False,"New York, United States",['power bi'],False,2023-12-04,StaffBuffalo,Mid,False,no degree required
29376,Data Analyst,53014,Full-time,United Kingdom,False,United Kingdom,"['python', 'sql', 'gcp', 'express', 'linux', 'terminal', 'jira']",False,2023-05-15,GWI,Mid,True,no degree required
29434,Data Analyst,55000,Full-time,United States,False,"California, United States","['windows', 'power bi', 'excel', 'powerpoint']",False,2023-03-15,Goodwill Industries of Ventura and Santa Barbara Counties,Mid,False,no degree required
29450,Data Analyst,85000,Full-time,United States,False,"Texas, United States","['sql', 'excel', 'sheets']",True,2023-02-03,LTV SaaS Fund,Mid,True,no degree required
29468,Data Analyst,90000,Full-time,United States,False,"California, United States","['sql', 'vba', 'excel', 'powerpoint', 'word', 'power bi', 'flow']",False,2023-03-06,Insight Global,Mid,True,no degree required
29504,Data Analyst,70000,Full-time,United States,False,Georgia,"['r', 'python']",True,2023-01-16,"Acadia Technologies, Inc.",Mid,True,no degree required
29513,Data Analyst,90000,Full-time,United States,False,Georgia,"['sql', 't-sql', 'db2', 'tableau', 'excel']",False,2023-05-12,"Stillwater Insurance Services, Inc.",Mid,True,no degree required
29522,Data Analyst,77500,Full-time,United States,False,"California, United States","['go', 'excel', 'tableau']",True,2023-11-17,Alleviate Tax,Mid,True,no degree required
29559,Data Analyst,84725,Full-time,United States,False,"New York, United States","['sql', 'sas', 'sas', 'outlook']",False,2023-11-21,NYC Careers,Mid,True,no degree required
29604,Data Analyst,75000,Temp work,United States,False,"Florida, United States","['excel', 'tableau', 'powerpoint']",True,2023-11-05,ASK Consulting,Mid,True,no degree required
29612,Data Analyst,50000,Full-time,United States,False,"Florida, United States",['excel'],False,2023-03-16,Ascendo Resources,Low,False,no degree required
29667,Data Analyst,77500,Full-time,United States,True,"New York, United States","['python', 'sql', 'mysql', 'tableau', 'excel']",False,2023-07-31,Coders Data,Mid,True,no degree required
29713,Data Analyst,115000,Full-time,United States,True,"New York, United States","['sql', 'r', 'python', 'vba', 'snowflake', 'power bi', 'dax', 'alteryx', 'tableau', 'powerpoint']",False,2023-06-01,Lighthouse Professional Services,High,True,no degree required
29744,Data Analyst,90000,Full-time,United States,False,"New York, United States","['jira', 'confluence']",True,2023-10-09,Insight Global,Mid,False,no degree required
29755,Data Analyst,90000,Full-time,United States,False,"New York, United States","['sql', 'python', 'r', 'excel']",False,2023-05-05,Atlas Search,Mid,True,no degree required
29784,Data Analyst,105000,Full-time,United States,False,"California, United States","['sql', 'power bi']",False,2023-02-05,Eleven Recruiting,High,True,no degree required
29801,Data Analyst,110000,Full-time,United States,False,"Florida, United States","['sql', 't-sql', 'sql server', 'azure', 'gcp', 'aws', 'power bi', 'ssis', 'ssrs']",False,2023-04-25,firstPRO Inc.,High,True,no degree required
29830,Data Analyst,85000,Full-time,United States,False,Georgia,"['python', 'sql', 'snowflake', 'tableau', 'looker']",False,2023-04-27,Equity Talent Partners,Mid,True,no degree required
29868,Data Analyst,128500,Full-time,United States,False,"New York, United States","['sql', 'nosql', 'mongo', 'python', 'go', 'mysql', 'redis', 'elasticsearch', 'kafka', 'pandas', 'linux', 'flow']",False,2023-09-25,TikTok,High,True,no degree required
29877,Data Analyst,98500,Full-time,United States,False,"Illinois, United States","['power bi', 'tableau']",False,2023-03-30,Charger Logistics Inc,Mid,True,no degree required
29967,Data Analyst,72500,Full-time,United States,False,"Texas, United States","['sql', 'sas', 'sas', 'python', 'excel', 'power bi']",False,2023-02-27,"HealthComp, LLC",Mid,True,no degree required
29978,Data Analyst,95000,Full-time,United States,False,"Texas, United States","['sql', 'python', 'javascript', 'sas', 'sas', 'tableau', 'excel', 'spss']",False,2023-09-26,OVERWATCH,Mid,True,no degree required
30006,Data Analyst,67500,Full-time,United States,True,"Illinois, United States","['sql', 'sass', 'python', 'c#', 'sql server', 'azure', 'ssis', 'power bi', 'ssrs', 'flow', 'terminal']",False,2023-01-25,AllianceChicago,Mid,True,no degree required
30012,Data Analyst,97500,Full-time,United States,False,"Florida, United States","['sql', 'go', 'excel']",False,2023-01-23,Robert Half,Mid,True,no degree required
30047,Data Analyst,36000,Full-time,United States,False,"Illinois, United States","['r', 'word', 'excel']",True,2023-09-27,Harris & Harris,Low,False,no degree required
30048,Data Analyst,45000,Full-time,Singapore,False,Singapore,"['sql', 'gcp', 'aws', 'azure', 'spark', 'tableau', 'power bi']",True,2023-01-05,Publicis Groupe,Low,True,no degree required
30070,Data Analyst,111175,Full-time,Mexico,False,Mexico,"['sql', 'excel']",False,2023-07-19,Lyft,High,True,no degree required
